qstr_{reg1}.0|{reg1}.0
qstr_You_have_killed_all_|You have killed all the Vikings and freed the slaves. This will give you fame and reputation.
qstr_You_look_up_and_now_|You look up and now see that this village has already been sacked by Vikings, and now you are our new prey.
qstr_After_a_hard_battle_|After a hard battle, you've defeated the Vikings who attempted to ambush you. Now their riches are yours, but you are especially happy to see a few pieces of chain mail.
qstr_If_you_want_to_cross|If you want to cross the bridge, you'll have to pay the troll!'
qstr_The_troll_is_dead_at|The troll is dead at your feet, so you can keep the treasure extorted from travelers, as well as his club.
qstr_Come_closer_closer_c|Come closer, closer come, I'm here, almost nigh. So long I've been alone. Come and win a prize!
qstr_The_voice_continues:|The voice continues: 'Oh, I cannot be discourteous. Finally, someone is here to see me, someone who really wants to play games and win awards.'
qstr_The_voice_seems_to_b|The voice seems to be getting closer: 'Who are you and why are here? You came to visit me, someone who withdrew from people to avoid their fears and insults.'
qstr_A_voice_is_coming_fr|A voice is coming from somewhere in the ruins: 'Someone visits ancient ruins of the past? Someone is certainly brave, because nobody else dares to visit them for fear of ghosts.'
qstr_Your_own_life_seems_|Your own life seems not so bad, now that you see these poor wretches working themselves into an early grave just for the bread to survive.
qstr_The_rattle_of_spikes|The rattle of spikes on the stone is deafening. Below, you can see people working hard under the command of a foreman.
qstr_Bodo_has_received_ma|Bodo has received many blows and is semiconscious.
qstr_Bandits_strike_at_yo|Bandits strike at you furiously, and you fall in a puddle of blood. They think you're dead...
qstr_The_bandits_and_slav|The bandits and slavers have been dealt with. Get the prisoners and leave through the air shaft.^^When you want to leave, press TAB.
qstr_Bodo_wants_to_talk_t|Bodo wants to talk to you.
qstr_You_have_just_killed|You have just killed the bandit king's main bodyguards. Rummaging through his things, you find some treasures.
qstr_You_have_killed_the_c|You have killed the captain, an ugly guy, big and crooked and smelling like a rat. Picking through the remains, you find a few useful things.
qstr_Rising_victorious_ov|Rising victorious over the body of the bandit king, your steel stained with blood, you put an end to a long reign of terror and banditry with all its horrors. Among the remains of the once proud bandit king are:
qstr_The_body_of_Atli_Eir|The body of Atli Eiriksson, former second man of Sigurd Ragnarsson, lies at your feet. You rummage through his clothes and find a bloodstained parchment with a broken seal. It is the letter of Bodo.
qstr_As_you_advance_you_f|As you advance, you find there is a light inside. It seems this place is not as deserted as you thought.
qstr_You_feel_the_tension|You feel the tension with every step that you take.
qstr_The_mouth_of_a_rock_|The mouth of a rock opens before you. All around is cold stone, and you behold graven marks in a language you do not know. What surprises and treasures are hidden here?
qstr_You_are_overwhelmed_|You are overwhelmed by the enormity of time. The men who built this are long gone. We are dust and our life is so ephemeral... Who could live forever?
qstr_On_the_right_you_see|On the right, you see a graffito on the wall that says: Livia pulchra est, Marcus dixit.
qstr_It_s_cold_and_smells|It's cold and smells old, taking you back to another time... a time when Rome ruled the world, and men knew how to construct huge stone buildings of several stories.^^The pools, old recreation rooms, changing rooms... everything is covered in dust and brambles, all is abandoned.
qstr_Refugees_and_deserte|Refugees and deserters have made this place their home. They are protected under the mantle of the last Druid and the blood of their sacrifices.
qstr_Not_far_away_on_top_|Not far away, on top of the hills, you see several stone circles of the ancients. On this site you imagine you can feel the magic, as if a bit of the old religion of the Celts still struggles to survive.
qstr_The_magnificence_of_|The magnificence of this place still surprises you. When will men come to build defenses like this again?
qstr_Time_and_neglect_has|Time and neglect has ruined what once was. In Roman times, this was the main wall defending the southern towns from the ravages of the Caledonians. It fell long ago, but life can still be found in the rubble.
qstr_Reginhard_shouts__Al|Reginhard shouts, 'All I wanted was a farm, a wife and children. I did not want your death, but I do not want to die either. Sorry, {playername}. Sorry to have to kill you.'
qstr_Egil_shouts__You_ll_|Egil shouts, 'You'll die to defend the bastard traitor, Reginhard. You have chosen this poor course, so I will take command of your men after your death and take them on a path of glory that they would never have known with you.'
qstr_Sigurd_shouts__I_hav|Sigurd shouts, 'I have more than 800 men ready to go to Englaland and support my brothers, but all I hear here are obstacles to these men embarking as Vikings.'
qstr_King_Horik_yells__Si|King Horik yells, 'Sigurd, we don't prevent the embarking of these men. In fact, we are unhappy that they have not already left.'
qstr_Sven_Bull_Neck_shout|Sven Bull Neck shouts, 'These men will embark when they have a proper leader. Guthrum was not to be their leader. Their leader was to be my brother, Olvir White Hair, but was killed. It's time to take this issue for consideration at the Thing.'
qstr_Mission:_The_Thing_h|Mission: The Thing has begun. Approach King Horik.
qstr_Harald_orders_arrive|Harald orders arrive with the wind: 'We cannot hold them. They are too many. Does everyone flee from here! Meet at Jorvik. Flee!'
qstr_Try_to_flee!_|Try to flee!'
qstr_We_cannot_hold_them.|We cannot hold them. They are too many. Does everyone flee from here? Meet at Jorvik.
qstr_A_stranger_shouts__Q|A stranger shouts, 'Quick. Back to camp. You're in danger!'
qstr_On_attacker_yells__W|On attacker yells, 'Who are you, woman? Anyway, you're too late! {playername}, the jarl of Kennemer want your head. You were a fool to walk away from your camp. Now you're going to die! Greet Hell for me!'
qstr_Not_far_in_the_dista|Not far in the distance are Snotingaham's walls. Exit the forest and walk towards them.
qstr_You_run_into_the_for|You run into the forest and manage to flee.
qstr_Your_mission_is_to_f|Your mission is to follow the road to Snotingaham on the other side of the forest, avoiding the Mercians patrols.^^If you feel lost at some point, press the K key to remember these goals.
qstr_On_a_hill_taking_adv|On a hill, taking advantage of the natural defenses, the Danish have set camp. You notice that there are many tents, and must accommodate more than 200 men.
qstr_Aescendun_is_the_pla|Aescendun is the place chosen by the Saxons to regroup. It cuts off the way into Wessex for the Danish.
qstr_Readingum_previously|Readingum, previously a Saxon village, is now owned by the Danish. They have fortified it and made it a place of refuge.
qstr_Aelfred_shouts__Men_|Aelfred shouts, 'Men of Wessex and Cent, these lands are the lands of our fathers and grandfathers. They are the lands where our families live and from which we get our livelihood. This is our land, and are governed by one king and one God.'
qstr_Aelfred_shouts__Dane|Aelfred shouts, 'Danes bring violence, fear and their pagan gods. They come to plunder this land -- your land -- and will not hesitate to kill our families if we allow them.'
qstr_Aelfred_shouts__You_|Aelfred shouts, 'You're the only thing standing in their way. You're the wall that defends Wessex. If you fall, Wessex dies. Men of Wessex and Cent, God is with us! He protects us! Can we fail God? Can we fail our families?'
qstr_Ut_Ut_Ut!_Ut_Ut_Ut!_|Ut Ut Ut! Ut Ut Ut! Ut Ut Ut! Ut Ut Ut! Ut Ut Ut! Ut Ut Ut!
qstr_Aelfred_shouts__Ut_U|Aelfred shouts, 'Ut Ut Ut!'
qstr_Halfdan_shouts__Brot|Halfdan shouts, 'Brothers! Warriors! Odin watches you, Thor is among us, and Loki has gone to confuse our enemies! They, the Saxons, are afraid. They know that we will go after them, defeat them and kill many, as we did here in Readingum!'
qstr_Halfdan_shouts__You_|Halfdan shouts, 'You know me, and I will know you. We fought together, and we will continue doing it. Today we depart for Aescesdun to attack the Saxons. If you fight as ever, if our time is come, the Saxons will be broken and Wessex will be ours.'
qstr_Halfdan_shouts__Thin|Halfdan shouts, 'Think of the riches that await you in slaves and everlasting fame. My father, Ragnar, would be proud of you, as I am. We are Danish. We are Scyldings. Today, brethren, mark a new rune of glory! Are you with me? Are you ready for glory?'
qstr_Knyjum_knyjum_konung|Knyjum, knyjum, konungs lidar, hardla, hardla boanda menn! Knyjum! Knyjum! Knyjum!
qstr_Halfdan_shouts__Knyj|Halfdan shouts, 'Knyjum! knyjum! knyjum!'
qstr_The_Asturians_have_t|The Asturians have taken the village, and you see many of them around. Douar-an-Enez stands on a cliff, and you suppose that there will be the men you seek.
qstr_Aelfred_says__{playe|Aelfred says, '{playername}, listen to me. We have a problem. The messengers I send my brother always come back with the same answer. He is still in his prayers and has ordered his guard that nobody disturb him.'
qstr_Near_Aelfred_says__I|Near, Aelfred says, 'I think he does not know that the Danish are about to gain the height advantage. If that happens, we will all be killed. His guards are very protective and will not let anyone pass. But if we wait, we die. I will order an attack on the Danish... I think that's what we have to do, you know? I need you to go with me. If we stay here, we die.'
qstr___Aelfred_takes_a_de|--Aelfred takes a deep breath and blows it out hard. You notice that he is very nervous. He turns to his men.--^^Men of Wessex and Cent, follow me!'
qstr_Near_Halfdan_says__{|Near, Halfdan says, '{playername}, we have divided our army into two. I will lead the party to attack the hill where King Aethelred is, and my brothers will take the other against where the king's brother, Aelfred, is.'
qstr_Near_Halfdan_says__W|Near, Halfdan says, 'We will move quickly to take advantage of their confusion and break their spirit. I want you progress with your troops and offer support wherever the Saxons offer more resistance. I'm not sure where exactly Sven is, but when we find him, he will be yours.'
qstr___Halfdan_turns_to_h|--Halfdan turns to his men.--^^Let's go Scyldings! By Odin! By Ragnar!'
qstr_Sven_shouts__I_knew_|Sven shouts, 'I knew you would. In fact, I expected you, {playername}. You and me have unfinished business that must be concluded. The blood of my brother, Olvir White Hair, still stains your hands. Thanks to you, I had to turn against my lord Sigurd, kill Harald and become a masterless man. But now I'm strong. Many men follow me and are willing to fight for me.'
qstr_You_say__You_and_you|You say, 'You and you alone are the cause of your ruin, Sven. You should never have attacked the Woden Ric. Now, free my mother, and let's settle this between you and me.'
qstr_Sven_shouts__I_think|Sven shouts, 'I think not. She is my wife and my seidr. If you want her, come get her. But have a care; you might find my sword instead!'
qstr_Your_mother_looks_ti|Your mother looks tired and withered. She says, 'My little one, I see your face and I remember. I regret everything you've had to do for my sake. Go and live your life. I die soon. Sven is a murderer and a madman. Do not give him the satisfaction of killing you... I want you to live, I want you to live for both of us.'
qstr_Sven_says__Shut_up_w|Sven says, 'Shut up woman! You see your little one has decided to die. {playername}, here I wait. Come and get me if you dare. My brother Olvir will glad when I send you to the halls of Hel.'
qstr_Ambush!_The_Sven_s_m|Ambush! The Sven's men are attacking from behind us!
qstr_Sven_says__Is_this_w|Sven says, 'Is this what you wanted? Do you still think you can win? I'm still alive! As I warned you, she is dead!'
qstr_Your_mother_speaks__|Your mother speaks, 'My little one, I love you. Remember that your mother has always loved you, and will watch from wherever I go...'
qstr_Sven_says__This_is_y|Sven says, 'This is your fault!'
qstr_Your_mission_is_to_a|Your mission is to ambush the enemy when they come for water supplies. If you feel lost at some point, press the K key to remember these goals.
qstr_Someone_wants_to_tal|Someone wants to talk to you. Find {s4} in the camp.
qstr_Camp_Conversation|Camp Conversation
qstr_You_can_t_sleep._You|You can't sleep. You can hear the constant crunch of the boat hull, smell sea brine, and feel the breeze caressing your face, but your eyes are closed and refuse to open. And your mind keeps dreaming, remembering other times, a past life that feels far away and that you remember less every day, even though not many months have passed since your departure.^^Now, the future is uncertain. Your journey has brought you to the Frisian Sea hoping to find news about an old sorcerer who takes care of all ills, because your mother is sick. For her you left everything behind, a world you knew like the back of your hand, and paid for passage on a north boat, a paunchy merchantman. It's slow and clumsy, but its captain has promised to take you to the remote part of Friese where the sorcerer lives.^^Your mother travels with you; nobody else has joined you. Her illness progresses, and there are days when she no longer recognizes you, but she appears to be completely sound at other times. Every morning you wake up not knowing which day it will be: will you be able to converse with her or will you have to tie her to a post so she does not fall overboard?^^You need to wake up, though your eyes oppose you and your mind boils with fever...^^One more effort. Your eyelids obey...
