qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Sven_Bull_Neck_shout|Свен Бычья Шея кричит, 'Люди пойдут за лидером. Гутрум не может быить их лидером. Лидером должен быть мой брат, Оливер серебрянные волосы, но он убит. Самое время рассмотреть этот вопрос.'
qstr_Mission:_The_Thing_h|Миссия: Началось. Подходит король Хорик.
qstr_Harald_orders_arrive|Харальд : 'Мы не можем сдерживать их. Их слишком много. Бегите все отсюда! Встретимся в Йорвике. Бегите!'
qstr_Try_to_flee!|Попробывать сбежать!'
qstr_Your_followers_decid|Ваши последователи решили оставить вас.
qstr_You_chose_to_dispers|Вы выбрали рассеять ваших последователей.
qstr_You_notice_that_a_gr|Можно заметить, что группа людей приближается к вам. Подошел высокий мужчина. Это должно быть Эдрик, человек упомянул Алфред.
qstr_You_notice_that_a_gro|Можно заметить, что группа людей приближается к вам. Подошел высокий мужчина. Это должно быть Арнвид, человек упомянул Хальвдан.
qstr_Your_men_have_nothin|Ваши люди не имеют ничего, чтобы поесть!
qstr_Part_of_your_food_wa|Часть еды была разрушена.
qstr_Your_men_think_that_|Ваши люди думают, что вы-сильный лидер.
qstr_Your_men_think_that_y|Ваши люди думают, что ты слабый лидер.
qstr_While_your_messenger|В то время как ваши посланники 
qstr_While_your_messenger|В то время как ваши посланники пробуют договориться с врагом рейдеров, отряд ваших людей появляется случайно, и начинается бой. Ваши люди смогли уничтожить мародеров и устранить проблему, но ценой некоторых жизней.
qstr_The_enemy_raiders_ac|Вражеские рейдеры одобрили сделку, забрали деньги и обещали не нападать на ваши поставоки несколько недель.
qstr_The_raiders_are_left|Рейдеры остаются с деньгами, убивают послов, и впредь вредят вашим маршрутам поставок.
qstr_the_enemy_thinks_rei|враг думает, что подкрепление скоро прибудет.
qstr_fear_and_discontent_|страх и недовольство, распространяются внутри.
qstr_he_likes_the_wife_of|он любит жену своего бывшего хозяина, и он будет сражаться на вашей стороне, если вы даете ее ему после завоевания.
qstr_the_enemy_s_morale_i|вражеский боевой дух низок, и мы должны атаковать.
